,Methanobrevibacter_ruminantium - crispr_IIIA - cas_IIIA,NODE_441_length_11207_cov_53.7 - cas_IIIA,NODE_252_length_10937_cov_36.7 - cas_IIIA,NODE_224_length_10936_cov_20.4 - cas_IIIA,NODE_109_length_11227_cov_38.7 - cas_IIIA,NODE_213_length_10190_cov_204.0 - cas_IIIA,NODE_113_length_31406_cov_40.0 - cas_IIIA,NODE_247_length_27833_cov_540.2 - cas_IIIA,NODE_5584_length_9862_cov_50.174553 - cas_IIIA,NODE_391_length_11715_cov_65.8 - cas_IIIA,NODE_131_length_11337_cov_55.4 - cas_IIIA,NODE_86_length_9544_cov_55.9 - cas_IIIA,NODE_440_length_10143_cov_93.9 - cas_IIIA,NODE_992_length_10196_cov_30.6 - cas_IIIA,NODE_583_length_11301_cov_480.6 - cas_IIIA,NODE_2558_length_10306_cov_42.2 - cas_IIIA,NODE_329_length_7548_cov_63.1 - cas_IIIA,NODE_606_length_9909_cov_18.8 - cas_IIIA,NODE_623_length_10501_cov_287.1 - cas_IIIA,NODE_77_length_9251_cov_21.3 - cas_IIIA,NODE_111_length_9770_cov_61.4 - cas_IIIA,NODE_1098_length_6515_cov_21.1 - cas_IIIA,NODE_312_length_8963_cov_71.5 - cas_IIIA,NODE_476_length_8534_cov_80.1 - cas_IIIA,NODE_225_length_8853_cov_70.7 - cas_IIIA,NODE_139_length_10867_cov_134.2 - cas_IIIA,NODE_390_length_8929_cov_55.4 - cas_IIIA,NODE_298_length_9895_cov_38.9 - cas_IIIA,NODE_300_length_9474_cov_21.1 - cas_IIIA,NODE_171_length_9543_cov_31.7 - cas_IIIA,NODE_143_length_9720_cov_156.8 - cas_IIIA,NODE_450_length_9718_cov_62.9 - cas_IIIA,NODE_244_length_9704_cov_53.9 - cas_IIIA,NODE_799_length_10197_cov_85.7 - cas_IIIA,NODE_124_length_10570_cov_209.1 - cas_IIIA,NODE_251_length_9660_cov_38.8 - cas_IIIA,NODE_126_length_10010_cov_158.4 - cas_IIIA,NODE_308_length_10215_cov_401.5 - cas_IIIA,NODE_515_length_9524_cov_28.4 - cas_IIIA,NODE_636_length_10125_cov_375.7 - cas_IIIA,NODE_580_length_10299_cov_191.8 - cas_IIIA,NODE_219_length_8853_cov_26.0 - cas_IIIA,NODE_98_length_14580_cov_111.8 - cas_IIIA,NODE_253_length_12202_cov_341.5 - cas_IIIA,NODE_318_length_12640_cov_31.7 - cas_IIIA,NODE_31_length_49890_cov_73.4 - cas_IIIA,NODE_941_length_11292_cov_60.4 - cas_IIIA,NODE_788_length_6824_cov_14.7 - cas_IIIA,NODE_1008_length_10319_cov_114.6 - cas_IIIA,NODE_184_length_9383_cov_88.1 - cas_IIIA,NODE_9_length_20091_cov_94.2 - cas_IIIA,NODE_1686_length_4947_cov_8.4 - cas_IIIA,NODE_560_length_3426_cov_73.7 - cas_IIIA,NODE_847_length_4371_cov_11.2 - cas_IIIA,NODE_244_length_3495_cov_56.2 - cas_IIIA,NODE_393_length_3725_cov_26.7 - cas_IIIA,NODE_387_length_4051_cov_42.2 - cas_IIIA,NODE_1014_length_4102_cov_21.7 - cas_IIIA,NODE_143_length_4087_cov_43.5 - cas_IIIA,NODE_357_length_6705_cov_41.8 - cas_IIIA,NODE_480_length_5186_cov_56.3 - cas_IIIA,NODE_277_length_5636_cov_24.7 - cas_IIIA,NODE_382_length_4243_cov_88.1 - cas_IIIA,NODE_399_length_4603_cov_21.2 - cas_IIIA,NODE_728_length_5401_cov_18.2 - cas_IIIA,NODE_478_length_6261_cov_30.9 - cas_IIIA,NODE_360_length_5511_cov_62.5 - cas_IIIA,NODE_2243_length_4074_cov_86.1 - cas_IIIA,NODE_1083_length_1701_cov_11.7 - cas_IIIA,NODE_19375_length_4322_cov_8.850648 - cas_IIIA,NODE_304_length_4326_cov_39.6 - cas_IIIA,NODE_226_length_5204_cov_103.8 - cas_IIIA,NODE_5303_length_1762_cov_16.9 - cas_IIIA,NODE_883_length_1999_cov_11.2 - cas_IIIA,NODE_2879_length_3504_cov_14.6 - cas_IIIA,NODE_2165_length_3264_cov_176.2 - cas_IIIA,NODE_843_length_2448_cov_12.6 - cas_IIIA,NODE_5926_length_1852_cov_22.2 - cas_IIIA,NODE_3910_length_2888_cov_19.0 - cas_IIIA,NODE_1050_length_1644_cov_11.1 - cas_IIIA,NODE_65759_length_1674_cov_2.889167 - cas_IIIA,NODE_5098_length_1495_cov_8.8 - cas_IIIA,NODE_4543_length_1920_cov_11.0 - cas_IIIA,NODE_976_length_4299_cov_14.0 - cas_IIIA,NODE_2752_length_2355_cov_21.4 - cas_IIIA,NODE_864_length_7178_cov_22.4 - cas_IIIA,NODE_262_length_5136_cov_35.1 - cas_IIIA,NODE_1129_length_8815_cov_155.5 - cas_IIIA,NODE_414_length_4202_cov_14.4 - cas_IIIA,NODE_625_length_9668_cov_49.0 - cas_IIIA,NODE_106_length_11912_cov_265.3 - cas_IIIA,NODE_260_length_5978_cov_61.9 - cas_IIIA,NODE_2753_length_7411_cov_30.3 - cas_IIIA,NODE_185_length_3780_cov_45.7 - cas_IIIA,NODE_2830_length_3779_cov_72.3 - cas_IIIA,NODE_23_length_7843_cov_174.2 - cas_IIIA,NODE_376_length_4138_cov_18.6 - cas_IIIA,NODE_120_length_4989_cov_56.2 - cas_IIIA,NODE_710_length_5787_cov_14.4 - cas_IIIA,NODE_437_length_3540_cov_14.0 - cas_IIIA,NODE_660_length_7032_cov_28.9 - cas_IIIA,NODE_1589_length_2107_cov_15.6 - cas_IIIA,NODE_517_length_9170_cov_18.2 - cas_IIIA,NODE_1626_length_4649_cov_32.5 - cas_IIIA,NODE_518_length_8223_cov_34.8 - cas_IIIA,NODE_316_length_7854_cov_28.4 - cas_IIIA,NODE_504_length_8550_cov_73.1 - cas_IIIA,NODE_224_length_6186_cov_18.6 - cas_IIIA,NODE_284_length_9556_cov_35.4 - cas_IIIA,NODE_182_length_9375_cov_112.5 - cas_IIIA,NODE_332_length_9177_cov_87.1 - cas_IIIA,NODE_4211_length_2243_cov_10.0 - cas_IIIA,NODE_1209_length_2662_cov_9.8 - cas_IIIA,NODE_216_length_5383_cov_40.0 - cas_IIIA,NODE_170_length_9647_cov_41.6 - cas_IIIA,NODE_104_length_9487_cov_39.8 - cas_IIIA,NODE_308_length_9174_cov_30.8 - cas_IIIA,NODE_85_length_9449_cov_26.8 - cas_IIIA,NODE_314_length_9037_cov_30.4 - cas_IIIA,NODE_211_length_9715_cov_85.1 - cas_IIIA,NODE_129_length_9591_cov_44.5 - cas_IIIA,NODE_93_length_9540_cov_48.5 - cas_IIIA,NODE_83_length_9510_cov_27.9 - cas_IIIA,NODE_119_length_9483_cov_38.0 - cas_IIIA,NODE_129_length_9554_cov_13.2 - cas_IIIA,NODE_127_length_11809_cov_64.4 - cas_IIIA,NODE_234_length_9518_cov_70.7 - cas_IIIA,NODE_61_length_9235_cov_105.3 - cas_IIIA,NODE_431_length_9825_cov_76.1 - cas_IIIA,NODE_118_length_8447_cov_21.3 - cas_IIIA,NODE_960_length_5088_cov_15.4 - cas_IIIA,NODE_180_length_8114_cov_27.3 - cas_IIIA,NODE_299_length_5345_cov_30.5 - cas_IIIA,NODE_841_length_2698_cov_13.6 - cas_IIIA,NODE_2169_length_5219_cov_31.9 - cas_IIIA,NODE_283_length_5544_cov_27.5 - cas_IIIA,NODE_3757_length_2884_cov_21.7 - cas_IIIA,NODE_876_length_5671_cov_9.1 - cas_IIIA,NODE_293_length_10022_cov_80.8 - cas_IIIA,NODE_2397_length_6075_cov_29.4 - cas_IIIA,NODE_2272_length_6471_cov_24.3 - cas_IIIA,NODE_1157_length_5129_cov_10.1 - cas_IIIA,NODE_2153_length_10527_cov_385.2 - cas_IIIA,NODE_659_length_11216_cov_111.5 - cas_IIIA,NODE_515_length_9704_cov_233.4 - cas_IIIA,NODE_1453_length_11351_cov_795.3 - cas_IIIA,NODE_1289_length_5723_cov_87.5 - cas_IIIA,NODE_876_length_9438_cov_153.8 - cas_IIIA,NODE_121_length_9577_cov_209.9 - cas_IIIA,NODE_524_length_6473_cov_50.9 - cas_IIIA,NODE_1542_length_4738_cov_11.0 - cas_IIIA,NODE_204_length_8255_cov_23.5 - cas_IIIA,NODE_94_length_18775_cov_74.2 - cas_IIIA,NODE_92_length_18826_cov_192.1 - cas_IIIA,NODE_66_length_19771_cov_65.5 - cas_IIIA,NODE_210_length_11000_cov_17.5 - cas_IIIA,NODE_120_length_10946_cov_40.3 - cas_IIIA,NODE_274_length_10676_cov_94.2 - cas_IIIA,NODE_189_length_7526_cov_20.8 - cas_IIIA,NODE_212_length_8084_cov_38.2 - cas_IIIA,NODE_887_length_7738_cov_10.0 - cas_IIIA,NODE_1465_length_4920_cov_11.6 - cas_IIIA,NODE_114_length_30682_cov_79.9 - cas_IIIA,NODE_79_length_30892_cov_300.7 - cas_IIIA,NODE_71_length_17554_cov_56.9 - cas_IIIA,NODE_30_length_30469_cov_140.8 - cas_IIIA,NODE_10_length_46737_cov_36.8 - cas_IIIA,NODE_25_length_54800_cov_248.5 - cas_IIIA
Methanobrevibacter_ruminantium - crispr_IIIA - cas_IIIA,,44.527,44.527,43.172,44.535,44.579,43.125,44.500,44.559,44.456,44.465,45.647,44.491,44.500,45.638,45.618,50.308,45.638,45.647,45.609,45.653,49.245,43.423,43.423,43.423,43.423,43.423,41.633,45.641,45.650,45.650,45.650,45.650,45.650,45.650,45.633,45.641,45.641,45.515,44.525,44.525,43.861,44.491,44.403,44.485,44.442,44.525,32.446,45.869,44.533,52.996,54.099,55.248,52.774,49.184,54.906,54.931,54.931,52.143,49.259,54.547,48.326,55.082,54.820,54.619,50.910,55.544,54.238,50.569,45.769,45.857,38.961,51.681,51.535,52.660,52.534,51.255,52.042,50.897,50.044,50.568,51.327,50.308,45.742,40.867,42.281,39.634,49.183,50.368,44.516,37.868,40.598,43.477,45.343,24.082,45.450,46.944,39.473,47.159,54.083,35.643,48.971,44.617,55.538,39.429,39.429,39.429,35.781,44.472,44.516,44.516,51.860,50.270,32.073,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.991,44.507,44.982,43.432,45.609,41.397,53.863,50.767,45.906,46.235,51.623,39.351,44.491,40.371,40.248,32.906,44.498,47.166,47.235,47.209,55.623,47.122,45.614,51.740,55.232,54.619,39.396,39.396,39.396,38.941,38.941,52.805,50.949,54.658,53.613,12.139,44.991,44.991,44.991,44.991,44.991,44.991
NODE_441_length_11207_cov_53.7 - cas_IIIA,44.527,,99.833,99.786,99.676,99.598,99.598,99.553,99.073,99.420,99.442,67.730,99.108,99.130,67.719,68.082,66.750,67.719,67.730,68.071,68.104,98.962,64.988,64.988,64.988,64.988,64.988,63.843,67.654,67.643,67.643,67.643,67.643,67.643,67.643,67.643,67.643,67.643,67.792,99.062,99.062,99.179,99.309,99.152,98.997,99.186,99.397,73.072,68.387,99.230,99.280,67.831,68.093,99.198,59.853,67.881,67.854,67.854,99.193,98.573,64.238,58.678,64.592,72.371,64.425,61.551,62.436,66.486,98.017,98.270,99.721,99.037,58.702,58.779,65.369,65.460,75.859,64.672,99.810,99.798,99.741,99.854,98.787,98.177,62.078,67.566,68.002,99.226,65.998,99.051,54.225,67.882,61.635,99.534,36.426,61.618,64.728,68.323,64.440,66.474,82.922,75.094,67.239,68.253,55.154,55.154,55.154,51.741,98.929,98.951,98.928,98.482,98.688,78.399,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,98.928,69.829,69.330,67.914,69.499,72.611,74.800,98.513,99.693,99.446,98.769,99.108,99.580,98.364,80.376,99.019,61.333,61.558,61.552,62.373,61.483,61.363,61.176,66.311,64.425,55.193,55.193,55.193,55.202,55.202,62.102,61.684,64.446,64.500,15.762,69.840,69.840,69.840,69.840,69.840,69.840
NODE_252_length_10937_cov_36.7 - cas_IIIA,44.527,99.833,,99.950,99.777,99.699,99.661,99.587,99.152,99.543,99.565,67.796,99.119,99.253,67.785,68.125,66.806,67.785,67.796,68.115,68.147,99.121,65.033,65.033,65.033,65.033,65.033,63.895,67.686,67.675,67.675,67.675,67.675,67.675,67.675,67.675,67.675,67.675,67.890,99.029,99.029,99.310,99.431,99.141,98.997,99.152,99.408,73.060,68.398,99.286,99.307,67.874,68.123,99.281,59.824,67.854,67.827,67.827,99.224,98.591,64.259,58.695,64.592,72.317,64.446,61.619,62.392,66.486,97.931,98.239,100.000,98.953,58.779,58.855,65.415,65.506,75.773,64.672,99.905,100.000,100.000,99.927,98.787,98.146,62.203,67.642,68.101,99.279,65.946,99.018,54.260,68.030,61.650,99.498,36.458,61.644,64.790,68.425,64.525,66.398,82.922,75.169,67.347,68.253,55.197,55.197,55.197,51.796,98.896,98.917,98.895,98.545,98.727,78.306,69.906,69.906,69.906,69.906,69.906,69.906,69.906,69.906,69.906,69.906,69.906,69.906,69.906,98.895,69.895,69.404,68.067,69.606,72.589,74.800,98.482,99.934,99.406,98.697,99.075,99.545,98.263,80.308,98.985,61.355,61.569,61.563,62.331,61.504,61.387,61.159,66.374,64.446,55.237,55.237,55.237,55.256,55.256,62.102,61.752,64.467,64.542,15.773,69.906,69.906,69.906,69.906,69.906,69.906
NODE_224_length_10936_cov_20.4 - cas_IIIA,43.172,99.786,99.950,,99.711,99.636,99.636,99.522,99.020,99.523,99.523,67.040,98.971,99.159,66.979,67.385,66.778,66.979,67.040,67.373,67.373,99.103,63.869,63.869,63.869,63.869,63.869,63.869,66.880,66.868,66.868,66.868,66.868,66.868,66.868,66.868,66.868,66.868,66.950,98.969,98.969,99.217,99.360,99.096,98.933,98.996,99.284,81.698,67.592,99.221,99.280,67.874,68.123,99.254,59.853,67.881,67.854,67.854,99.193,98.538,64.280,58.712,64.618,72.344,64.467,61.670,62.392,66.512,97.931,98.177,99.938,98.835,58.779,58.855,65.415,65.506,75.773,64.672,99.905,100.000,100.000,99.927,98.787,98.085,62.078,66.471,66.575,99.226,65.972,98.957,52.355,66.326,61.213,99.427,29.281,61.262,64.728,66.932,64.461,66.398,80.292,75.169,66.230,68.278,52.913,52.913,52.913,48.324,98.807,98.844,98.831,98.545,98.688,78.371,69.382,69.382,69.382,69.382,69.382,69.382,69.382,69.382,69.382,69.382,69.382,69.382,69.382,98.819,69.382,69.382,68.046,68.775,72.611,74.800,98.420,100.000,99.406,98.678,99.021,99.406,98.168,76.408,98.833,61.005,61.257,61.238,62.331,61.185,61.363,61.142,66.405,64.467,53.005,53.005,53.005,52.822,52.822,62.123,61.803,64.488,64.563,13.020,69.382,69.382,69.382,69.382,69.382,69.382
NODE_109_length_11227_cov_38.7 - cas_IIIA,44.535,99.676,99.777,99.711,,99.475,99.473,99.386,98.928,99.320,99.342,67.708,99.320,99.141,67.697,68.038,66.722,67.697,67.708,68.027,68.060,99.103,64.943,64.943,64.943,64.943,64.943,63.792,67.643,67.632,67.632,67.632,67.632,67.632,67.632,67.632,67.632,67.632,67.847,99.062,99.062,99.191,99.208,99.264,99.097,99.331,99.565,73.094,68.365,99.174,99.307,67.874,68.123,99.281,59.824,67.854,67.827,67.827,99.224,98.573,64.259,58.695,64.592,72.317,64.446,61.602,62.392,66.486,97.931,98.208,99.969,99.016,58.779,58.855,65.415,65.506,75.773,64.672,99.905,100.000,100.000,99.927,98.787,98.116,62.140,67.521,67.942,99.261,65.946,99.051,54.190,67.937,61.516,99.463,36.458,61.529,64.759,68.262,64.482,66.398,83.160,75.169,67.299,68.253,55.175,55.175,55.175,51.768,98.929,98.928,98.906,98.545,98.727,78.306,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,98.906,69.851,69.355,68.024,69.545,72.589,74.800,98.451,99.561,99.406,98.878,99.175,99.860,98.431,80.462,98.996,61.268,61.472,61.465,62.331,61.407,61.290,61.159,66.374,64.446,55.215,55.215,55.215,55.245,55.245,62.102,61.735,64.467,64.542,15.773,69.862,69.862,69.862,69.862,69.862,69.862
NODE_213_length_10190_cov_204.0 - cas_IIIA,44.579,99.598,99.699,99.636,99.475,,99.473,99.509,99.073,99.509,99.532,67.741,99.063,99.242,67.730,68.049,66.709,67.730,67.741,68.038,68.071,99.050,64.954,64.954,64.954,64.954,64.954,63.805,67.610,67.599,67.599,67.599,67.599,67.599,67.599,67.599,67.599,67.599,67.792,98.928,98.928,99.298,99.375,98.907,98.874,99.097,99.286,72.924,68.310,99.185,99.196,67.810,68.123,99.226,59.883,67.908,67.881,67.881,99.100,98.450,64.280,58.695,64.592,72.317,64.467,61.619,62.392,66.486,97.931,98.116,99.318,98.870,58.779,58.855,65.369,65.460,75.773,64.672,99.715,100.000,100.000,99.927,98.787,97.961,61.702,67.506,67.922,99.138,65.946,98.917,54.198,67.863,61.635,98.925,36.395,61.644,64.542,68.241,64.333,66.359,82.618,75.169,67.239,68.278,55.197,55.197,55.197,51.796,98.796,98.817,98.794,98.545,98.688,78.212,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,69.862,98.794,69.851,69.355,67.980,69.545,72.589,74.800,98.296,99.473,99.248,98.570,99.041,99.142,98.263,80.239,98.885,61.365,61.558,61.552,62.331,61.494,61.387,61.193,66.342,64.467,55.237,55.237,55.237,55.267,55.267,62.145,61.752,64.488,64.563,15.784,69.862,69.862,69.862,69.862,69.862,69.862
NODE_113_length_31406_cov_40.0 - cas_IIIA,43.125,99.598,99.661,99.636,99.473,99.473,,99.636,98.958,99.335,99.335,66.904,99.209,99.222,66.843,67.237,66.611,66.843,66.904,67.225,67.225,99.156,63.719,63.719,63.719,63.719,63.719,63.719,66.757,66.745,66.745,66.745,66.745,66.745,66.745,66.745,66.745,66.745,66.851,98.908,98.908,99.258,99.372,99.184,99.147,99.234,99.222,81.825,67.480,99.058,98.950,67.743,67.967,99.420,59.666,67.690,67.663,67.663,99.379,98.417,64.117,58.589,64.413,72.139,64.304,61.475,62.290,66.306,97.177,98.059,99.444,99.020,58.378,58.453,65.100,65.192,75.192,64.199,99.527,99.098,99.230,99.274,97.896,97.967,61.827,66.277,66.451,99.560,65.792,98.895,52.253,66.258,61.082,99.463,29.195,61.151,64.425,66.804,64.274,66.130,80.252,75.244,66.135,68.125,52.781,52.781,52.781,48.192,98.746,98.807,98.795,97.925,98.308,78.323,69.255,69.255,69.255,69.255,69.255,69.255,69.255,69.255,69.255,69.255,69.255,69.255,69.255,98.782,69.255,69.255,67.846,68.610,72.470,74.532,98.301,99.518,99.053,98.931,98.935,99.427,98.504,76.511,98.771,60.914,61.178,61.159,62.234,61.094,61.271,61.032,66.187,64.304,52.874,52.874,52.874,52.727,52.727,61.964,61.607,64.325,64.420,12.993,69.255,69.255,69.255,69.255,69.255,69.255
NODE_247_length_27833_cov_540.2 - cas_IIIA,44.500,99.553,99.587,99.522,99.386,99.509,99.636,,99.163,99.398,99.420,67.763,99.197,99.108,67.752,68.082,66.736,67.752,67.763,68.071,68.104,98.980,64.999,64.999,64.999,64.999,64.999,63.843,67.654,67.643,67.643,67.643,67.643,67.643,67.643,67.643,67.643,67.643,67.825,99.029,99.029,99.144,99.264,98.907,98.863,99.164,99.330,72.856,68.387,99.185,99.086,67.788,68.001,99.005,59.794,67.800,67.773,67.773,98.945,98.538,64.217,58.678,64.539,72.207,64.404,61.568,62.370,66.434,97.931,98.517,99.380,99.121,58.779,58.855,65.369,65.460,75.687,64.590,99.810,99.798,99.828,99.927,98.787,98.424,62.140,67.597,68.061,99.349,65.842,99.018,54.225,67.993,61.620,99.176,36.426,61.606,64.728,68.384,64.461,66.359,82.777,75.319,67.287,68.178,55.175,55.175,55.175,51.796,98.918,98.928,98.906,98.482,98.573,78.446,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,69.840,98.906,69.829,69.318,67.980,69.560,72.546,74.847,98.668,99.451,99.406,98.534,99.030,99.352,98.448,80.444,98.996,61.300,61.526,61.519,62.310,61.450,61.314,61.108,66.217,64.404,55.215,55.215,55.215,55.169,55.169,62.060,61.701,64.425,64.415,15.784,69.840,69.840,69.840,69.840,69.840,69.840
NODE_5584_length_9862_cov_50.174553 - cas_IIIA,44.559,99.073,99.152,99.020,98.928,99.073,98.958,99.163,,99.097,99.119,67.614,98.851,98.952,67.625,67.944,66.588,67.625,67.614,67.933,67.966,98.663,64.843,64.843,64.843,64.843,64.843,63.678,67.504,67.493,67.493,67.493,67.493,67.493,67.493,67.493,67.493,67.493,67.731,98.593,98.593,98.989,99.119,98.628,98.628,98.896,98.917,72.541,68.238,98.884,98.947,67.874,68.123,99.143,59.765,67.800,67.773,67.773,99.131,98.061,64.301,58.662,64.486,72.262,64.488,61.609,62.348,66.460,97.759,97.405,98.110,98.304,58.397,58.473,65.415,65.415,75.773,64.508,99.144,99.191,99.310,99.342,98.382,97.312,61.321,67.391,67.811,98.400,65.842,98.582,54.105,67.741,61.347,97.599,36.205,61.383,64.330,68.107,64.186,66.359,82.143,75.244,67.159,68.178,55.171,55.171,55.171,51.757,98.539,98.538,98.515,98.229,98.534,77.931,69.747,69.747,69.747,69.747,69.747,69.747,69.747,69.747,69.747,69.747,69.747,69.747,69.747,98.515,69.736,69.225,67.814,69.416,72.611,74.941,97.522,98.617,99.406,98.081,98.517,98.617,98.059,79.812,98.628,61.145,61.349,61.343,62.289,61.274,61.140,60.864,66.185,64.488,55.211,55.211,55.211,55.078,55.078,62.145,61.742,64.509,64.352,15.836,69.747,69.747,69.747,69.747,69.747,69.747
NODE_391_length_11715_cov_65.8 - cas_IIIA,44.456,99.420,99.543,99.523,99.320,99.509,99.335,99.398,99.097,,99.978,67.712,99.042,99.220,67.701,68.052,66.741,67.701,67.712,68.041,68.074,99.104,64.958,64.958,64.958,64.958,64.958,63.835,67.613,67.602,67.602,67.602,67.602,67.602,67.602,67.602,67.602,67.602,67.817,99.019,99.019,99.252,99.376,98.908,98.842,99.064,99.264,72.929,68.336,99.253,99.252,67.831,68.123,99.171,59.853,67.881,67.854,67.854,99.224,98.611,64.343,58.747,64.592,72.289,64.530,61.685,62.326,66.460,97.931,99.135,98.981,98.872,58.779,58.855,65.323,65.415,75.773,64.672,99.667,100.000,100.000,99.854,98.787,98.733,61.914,67.526,67.968,99.052,65.894,99.007,54.202,67.906,61.490,98.536,36.389,61.520,64.646,68.268,64.405,66.359,82.455,75.319,67.267,68.203,55.221,55.221,55.221,51.842,99.108,98.840,98.818,98.482,98.650,78.681,69.832,69.832,69.832,69.832,69.832,69.832,69.832,69.832,69.832,69.832,69.832,69.832,69.832,98.818,69.821,69.346,67.987,69.519,72.611,74.894,98.270,99.277,99.327,98.464,99.309,98.969,98.333,80.650,99.152,61.250,61.443,61.436,62.268,61.378,61.257,61.012,66.342,64.530,55.261,55.261,55.261,55.172,55.172,62.187,61.818,64.551,64.542,15.736,69.832,69.832,69.832,69.832,69.832,69.832
